Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct
58966759,09/29/2023 07:59:00 PM,09/30/2023 07:45:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11214,8629 25 AVENUE,25 AVENUE,86 ST,BENSON AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 07:45:00 AM,11 BROOKLYN,3068670028,BROOKLYN,987618,156874,PHONE,Unspecified,BROOKLYN,,,,,,,,40.5972584985863,-73.9878721596664,"(40.5972584985863, -73.9878721596664)",17616,1,2,45,37,37
58962075,09/29/2023 07:59:00 PM,09/30/2023 02:05:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11422,149-82 WELLER LANE,WELLER LANE,149 DR,CRAFT AVE,,,ADDRESS,ROSEDALE,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 02:05:00 PM,13 QUEENS,4136590030,QUEENS,1058056,176502,PHONE,Unspecified,QUEENS,,,,,,,,40.65082632556805,-73.73401797983132,"(40.65082632556805, -73.73401797983132)",24018,63,3,47,63,63
59441969,09/29/2023 07:58:52 PM,09/30/2023 07:55:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11214,8666 23 AVENUE,23 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,23 AVENUE,,Closed,,,09/30/2023 07:55:00 AM,11 BROOKLYN,3063837502,BROOKLYN,986238,157655,PHONE,Unspecified,BROOKLYN,,,,,,,,40.599402602664824,-73.99284117554527,"(40.599402602664824, -73.99284117554527)",17616,1,2,45,37,37
59445758,09/29/2023 07:58:18 PM,10/02/2023 07:36:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,10306,145 HAVEN AVENUE,HAVEN AVENUE,ADAMS AVENUE,HUNTER AVENUE,ADAMS AVENUE,HUNTER AVENUE,ADDRESS,STATEN ISLAND,HAVEN AVENUE,,Closed,,,10/02/2023 07:36:00 AM,02 STATEN ISLAND,5036730021,STATEN ISLAND,956911,150176,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.578832309831306,-74.09841794024686,"(40.578832309831306, -74.09841794024686)",10693,30,1,14,76,76
59441962,09/29/2023 07:56:58 PM,10/01/2023 05:05:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11434,176-15 145 DRIVE,145 DRIVE,176 STREET,177 STREET,176 STREET,177 STREET,ADDRESS,JAMAICA,145 DRIVE,,Closed,,,10/01/2023 05:05:00 AM,13 QUEENS,4132900003,QUEENS,1047715,181191,ONLINE,Unspecified,QUEENS,,,,,,,,40.66377670519905,-73.77124055700264,"(40.66377670519905, -73.77124055700264)",24669,63,3,47,63,63
59442057,09/29/2023 07:56:10 PM,09/30/2023 07:45:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11214,8629 25 AVENUE,25 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,25 AVENUE,,Closed,,,09/30/2023 07:45:00 AM,11 BROOKLYN,3068670028,BROOKLYN,987618,156874,PHONE,Unspecified,BROOKLYN,,,,,,,,40.5972584985863,-73.9878721596664,"(40.5972584985863, -73.9878721596664)",17616,1,2,45,37,37
59442030,09/29/2023 07:55:55 PM,09/30/2023 02:05:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11422,149-82 WELLER LANE,WELLER LANE,149 DRIVE,CRAFT AVENUE,149 DRIVE,CRAFT AVENUE,ADDRESS,ROSEDALE,WELLER LANE,,Closed,,,09/30/2023 02:05:00 PM,13 QUEENS,4136590030,QUEENS,1058056,176502,PHONE,Unspecified,QUEENS,,,,,,,,40.65082632556805,-73.73401797983132,"(40.65082632556805, -73.73401797983132)",24018,63,3,47,63,63
58963592,09/29/2023 07:53:00 PM,09/30/2023 09:20:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11433,111-55 178 STREET,178 STREET,BEND,112 AVE,,,ADDRESS,JAMAICA,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 09:20:00 AM,12 QUEENS,4102950039,QUEENS,1046866,193098,ONLINE,Unspecified,QUEENS,,,,,,,,40.696464655165,-73.77419012529278,"(40.696464655165, -73.77419012529278)",24668,41,3,6,71,71
59452519,09/29/2023 07:51:53 PM,09/30/2023 09:20:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11433,111-55 178 STREET,178 STREET,SAYRES AVENUE,112 AVENUE,SAYRES AVENUE,112 AVENUE,ADDRESS,JAMAICA,178 STREET,,Closed,,,09/30/2023 09:20:00 AM,12 QUEENS,4102950039,QUEENS,1046866,193098,ONLINE,Unspecified,QUEENS,,,,,,,,40.696464655165,-73.77419012529278,"(40.696464655165, -73.77419012529278)",24668,41,3,6,71,71
58958958,09/29/2023 07:50:00 PM,10/06/2023 08:45:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11365,60-01 170 STREET,170 STREET,ST MARYS CEMETERY BNDY,HORACE HARDING EXPY SR N,,,ADDRESS,FRESH MEADOWS,,,Closed,,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,10/06/2023 08:45:00 AM,07 QUEENS,4068660399,QUEENS,1039936,208525,PHONE,Unspecified,QUEENS,,,,,,,,40.73885427486378,-73.79905382443026,"(40.73885427486378, -73.79905382443026)",14507,22,3,3,67,67
59452604,09/29/2023 07:47:12 PM,10/06/2023 08:45:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11365,60-01 170 STREET,170 STREET,DEAD END,HORACE HARDING EXPRESSWAY,DEAD END,HORACE HARDING EXPRESSWAY,ADDRESS,FRESH MEADOWS,170 STREET,,Closed,,,10/06/2023 08:45:00 AM,07 QUEENS,4068660399,QUEENS,1039936,208525,PHONE,Unspecified,QUEENS,,,,,,,,40.73885427486378,-73.79905382443026,"(40.73885427486378, -73.79905382443026)",14507,22,3,3,67,67
58959023,09/29/2023 07:47:00 PM,09/30/2023 01:35:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11234,7310 AVENUE X,AVENUE X,E 73 ST,E 74 ST,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 01:35:00 PM,18 BROOKLYN,3084600030,BROOKLYN,1011902,163701,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.615954708377295,-73.9003999286339,"(40.615954708377295, -73.9003999286339)",13825,5,2,8,38,38
59435303,09/29/2023 07:46:38 PM,09/30/2023 01:35:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11234,7310 AVENUE X,AVENUE X,EAST   73 STREET,EAST   74 STREET,EAST   73 STREET,EAST   74 STREET,ADDRESS,BROOKLYN,AVENUE X,,Closed,,,09/30/2023 01:35:00 PM,18 BROOKLYN,3084600030,BROOKLYN,1011902,163701,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.615954708377295,-73.9003999286339,"(40.615954708377295, -73.9003999286339)",13825,5,2,8,38,38
58958959,09/29/2023 07:44:00 PM,10/02/2023 11:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11106,,,,,11 STREET,37 AVENUE,INTERSECTION,QUEENS,,,Closed,,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",10/02/2023 11:00:00 AM,01 QUEENS,,QUEENS,1000647,216084,ONLINE,Unspecified,QUEENS,,,,,,,,40.759761930274834,-73.94081194460627,"(40.759761930274834, -73.94081194460627)",16863,39,3,33,72,72
58957543,09/29/2023 07:44:00 PM,09/30/2023 04:45:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11215,339 15 STREET,15 STREET,6 AVE,7 AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 04:45:00 AM,06 BROOKLYN,3010430053,BROOKLYN,988414,181003,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66348716530115,-73.98499095394473,"(40.66348716530115, -73.98499095394473)",17617,14,2,27,50,50
58955936,09/29/2023 07:44:00 PM,09/30/2023 12:30:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11413,145-62 223 STREET,223 STREET,145 RD,146 AVE,,,ADDRESS,SPRINGFIELD GARDENS,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 12:30:00 PM,13 QUEENS,4134700055,QUEENS,1051725,180456,ONLINE,Unspecified,QUEENS,,,,,,,,40.66172964892723,-73.75679394906969,"(40.66172964892723, -73.75679394906969)",15313,63,3,47,63,63
59445577,09/29/2023 07:41:13 PM,09/30/2023 12:30:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11413,145-62 223 STREET,223 STREET,145 ROAD,146 AVENUE,145 ROAD,146 AVENUE,ADDRESS,SPRINGFIELD GARDENS,223 STREET,,Closed,,,09/30/2023 12:30:00 PM,13 QUEENS,4134700055,QUEENS,1051725,180456,ONLINE,Unspecified,QUEENS,,,,,,,,40.66172964892723,-73.75679394906969,"(40.66172964892723, -73.75679394906969)",15313,63,3,47,63,63
59441970,09/29/2023 07:40:51 PM,09/30/2023 04:45:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11215,339 15 STREET,15 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,15 STREET,,Closed,,,09/30/2023 04:45:00 AM,06 BROOKLYN,3010430053,BROOKLYN,988414,181003,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66348716530115,-73.98499095394473,"(40.66348716530115, -73.98499095394473)",17617,14,2,27,50,50
58962049,09/29/2023 07:38:00 PM,09/29/2023 10:24:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10460,1104 EAST TREMONT AVENUE,EAST TREMONT AVENUE,DEVOE AVE,BRONX PARK AVE,,,ADDRESS,BRONX,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",09/29/2023 10:24:00 PM,06 BRONX,2039060055,BRONX,1018280,245326,ONLINE,Unspecified,BRONX,,,,,,,,40.839972866862915,-73.87701417906122,"(40.839972866862915, -73.87701417906122)",11269,35,5,22,31,31
58962076,09/29/2023 07:38:00 PM,09/30/2023 01:15:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11234,2015 EAST   71 STREET,EAST   71 STREET,AVENUE T,VETERANS AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 01:15:00 PM,18 BROOKLYN,3084120034,BROOKLYN,1009588,165536,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.620998319026086,-73.90872785996598,"(40.620998319026086, -73.90872785996598)",13825,5,2,8,38,38
59452520,09/29/2023 07:36:14 PM,09/29/2023 10:24:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10460,1104 EAST TREMONT AVENUE,EAST TREMONT AVENUE,DEVOE AVENUE,BRONX PARK AVENUE,DEVOE AVENUE,BRONX PARK AVENUE,ADDRESS,BRONX,EAST TREMONT AVENUE,,Closed,,,09/29/2023 10:24:00 PM,06 BRONX,2039060055,BRONX,1018280,245326,ONLINE,Unspecified,BRONX,,,,,,,,40.839972866862915,-73.87701417906122,"(40.839972866862915, -73.87701417906122)",11269,35,5,22,31,31
59459338,09/29/2023 07:35:38 PM,09/30/2023 01:15:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11234,2015 EAST   71 STREET,EAST   71 STREET,AVENUE T,VETERANS AVENUE,AVENUE T,VETERANS AVENUE,ADDRESS,BROOKLYN,EAST   71 STREET,,Closed,,,09/30/2023 01:15:00 PM,18 BROOKLYN,3084120034,BROOKLYN,1009588,165536,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.620998319026086,-73.90872785996598,"(40.620998319026086, -73.90872785996598)",13825,5,2,8,38,38
58955937,09/29/2023 07:35:00 PM,09/30/2023 09:55:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11357,2-32 150 STREET,150 STREET,DEAD END,WATERSIDE CT,,,ADDRESS,WHITESTONE,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 09:55:00 AM,07 QUEENS,4044930073,QUEENS,1034441,230309,ONLINE,Unspecified,QUEENS,,,,,,,,40.79867845498897,-73.81872011400738,"(40.79867845498897, -73.81872011400738)",14192,22,3,20,67,67
59459447,09/29/2023 07:33:00 PM,09/30/2023 09:55:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11357,2-32 150 STREET,150 STREET,DEAD END,WATERSIDE COURT,DEAD END,WATERSIDE COURT,ADDRESS,WHITESTONE,150 STREET,,Closed,,,09/30/2023 09:55:00 AM,07 QUEENS,4044930073,QUEENS,1034441,230309,ONLINE,Unspecified,QUEENS,,,,,,,,40.79867845498897,-73.81872011400738,"(40.79867845498897, -73.81872011400738)",14192,22,3,20,67,67
58963483,09/29/2023 07:32:00 PM,10/02/2023 12:10:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11416,,,,,94 STREET,103 AVENUE,INTERSECTION,QUEENS,,,Closed,,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,10/02/2023 12:10:00 PM,09 QUEENS,,QUEENS,1027009,187824,PHONE,Unspecified,QUEENS,,,,,,,,40.68210698128421,-73.84583301582548,"(40.68210698128421, -73.84583301582548)",24012,46,3,41,60,60
59449209,09/29/2023 07:30:38 PM,10/02/2023 12:10:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11416,94 STREET,94 STREET,94 STREET,103 AVENUE,94 STREET,103 AVENUE,INTERSECTION,,,,Closed,,,10/02/2023 12:10:00 PM,09 QUEENS,,QUEENS,1027009,187824,PHONE,Unspecified,QUEENS,,,,,,,,40.68210698128421,-73.84583301582548,"(40.68210698128421, -73.84583301582548)",24012,46,3,41,60,60
58959024,09/29/2023 07:29:00 PM,09/30/2023 05:55:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11205,213 TAAFFE PLACE,TAAFFE PLACE,WILLOUGHBY AVE,DE KALB AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",09/30/2023 05:55:00 AM,03 BROOKLYN,3019250007,BROOKLYN,995430,191319,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69179617118657,-73.95968482608953,"(40.69179617118657, -73.95968482608953)",17212,69,2,38,51,51
58966718,09/29/2023 07:29:00 PM,09/30/2023 10:25:00 PM,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),,10464,58 TIER STREET,TIER STREET,DEAD END,WILLIAM AVE,,,ADDRESS,BRONX,,,Closed,,"The Department of Environmental Protection inspected your complaint and determined that the catch basin is now functioning properly.  If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",09/30/2023 10:25:00 PM,10 BRONX,,BRONX,1042446,248293,ONLINE,Unspecified,BRONX,,,,,,,,40.84799019860197,-73.7896517773243,"(40.84799019860197, -73.7896517773243)",11273,43,5,12,28,28
59449096,09/29/2023 07:27:19 PM,09/30/2023 05:55:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11205,213 TAAFFE PLACE,TAAFFE PLACE,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,TAAFFE PLACE,,Closed,,,09/30/2023 05:55:00 AM,03 BROOKLYN,3019250007,BROOKLYN,995430,191319,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69179617118657,-73.95968482608953,"(40.69179617118657, -73.95968482608953)",17212,69,2,38,51,51
58959025,09/29/2023 07:26:00 PM,09/29/2023 07:26:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11434,173-17 VASWANI AVENUE,VASWANI AVENUE,BAISLEY BLVD,MERRILL ST,,,ADDRESS,JAMAICA,,,Closed,,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",09/29/2023 11:40:00 AM,12 QUEENS,4125150031,QUEENS,1048012,187912,ONLINE,Unspecified,QUEENS,,,,,,,,40.682222144097516,-73.77010644705098,"(40.682222144097516, -73.77010644705098)",24669,41,3,6,71,71
58962077,09/29/2023 07:26:00 PM,09/29/2023 07:35:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11214,48 BAY   41 STREET,BAY   41 STREET,86 ST,BENSON AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",09/29/2023 07:35:00 PM,11 BROOKLYN,3068680063,BROOKLYN,987941,156461,PHONE,Unspecified,BROOKLYN,,,,,,,,40.5961247682862,-73.98670929374912,"(40.5961247682862, -73.98670929374912)",17616,1,2,45,37,37
58959145,09/29/2023 07:26:00 PM,09/30/2023 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11422,255-08 148 AVENUE,148 AVENUE,WELLER LN,257 ST,,,ADDRESS,ROSEDALE,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",09/30/2023 12:00:00 PM,13 QUEENS,4136660066,QUEENS,1058087,178064,PHONE,Unspecified,QUEENS,,,,,,,,40.65511339680077,-73.73388916209132,"(40.65511339680077, -73.73388916209132)",24018,63,3,47,63,63
59445464,09/29/2023 07:24:45 PM,09/29/2023 07:35:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11214,48 BAY   41 STREET,BAY   41 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,BAY   41 STREET,,Closed,,,09/29/2023 07:35:00 PM,11 BROOKLYN,3068680063,BROOKLYN,987941,156461,PHONE,Unspecified,BROOKLYN,,,,,,,,40.5961247682862,-73.98670929374912,"(40.5961247682862, -73.98670929374912)",17616,1,2,45,37,37
59435574,09/29/2023 07:24:08 PM,09/30/2023 12:00:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11422,255-08 148 AVENUE,148 AVENUE,WELLER LANE,257 STREET,WELLER LANE,257 STREET,ADDRESS,ROSEDALE,148 AVENUE,,Closed,,,09/30/2023 12:00:00 PM,13 QUEENS,4136660066,QUEENS,1058087,178064,PHONE,Unspecified,QUEENS,,,,,,,,40.65511339680077,-73.73388916209132,"(40.65511339680077, -73.73388916209132)",24018,63,3,47,63,63
58961996,09/29/2023 07:23:00 PM,09/30/2023 08:45:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11233,700 MACON STREET,MACON STREET,RALPH AVE,HOWARD AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,09/30/2023 08:45:00 AM,03 BROOKLYN,3014960004,BROOKLYN,1005775,188560,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68420423813459,-73.92238949874377,"(40.68420423813459, -73.92238949874377)",13516,69,2,17,52,52
58960542,09/29/2023 07:23:00 PM,09/30/2023 03:20:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11205,15 VANDERBILT AVENUE,VANDERBILT AVENUE,FLUSHING AVE,PARK AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 03:20:00 AM,02 BROOKLYN,3018720018,BROOKLYN,992388,193316,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69728079301488,-73.97065189001647,"(40.69728079301488, -73.97065189001647)",17212,68,2,48,55,55
59452521,09/29/2023 07:22:31 PM,09/30/2023 03:20:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11205,15 VANDERBILT AVENUE,VANDERBILT AVENUE,FLUSHING AVENUE,PARK AVENUE,FLUSHING AVENUE,PARK AVENUE,ADDRESS,BROOKLYN,VANDERBILT AVENUE,,Closed,,,09/30/2023 03:20:00 AM,02 BROOKLYN,3018720018,BROOKLYN,992388,193316,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69728079301488,-73.97065189001647,"(40.69728079301488, -73.97065189001647)",17212,68,2,48,55,55
59459527,09/29/2023 07:20:15 PM,09/30/2023 08:45:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11233,700 MACON STREET,MACON STREET,RALPH AVENUE,HOWARD AVENUE,RALPH AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,MACON STREET,,Closed,,,09/30/2023 08:45:00 AM,03 BROOKLYN,3014960004,BROOKLYN,1005775,188560,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68420423813459,-73.92238949874377,"(40.68420423813459, -73.92238949874377)",13516,69,2,17,52,52
58960543,09/29/2023 07:20:00 PM,09/30/2023 12:20:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11222,118 OAK STREET,OAK STREET,FRANKLIN ST,GUERNSEY ST,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 12:20:00 AM,01 BROOKLYN,3025720018,BROOKLYN,996401,204455,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.727850090741526,-73.95615968568409,"(40.727850090741526, -73.95615968568409)",18182,36,2,38,57,57
58955938,09/29/2023 07:20:00 PM,09/29/2023 11:20:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10306,953 OLYMPIA BOULEVARD,OLYMPIA BOULEVARD,GRAHAM BLVD,HUNTER AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/29/2023 11:20:00 PM,02 STATEN ISLAND,5037910056,STATEN ISLAND,959035,148870,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.57525389429081,-74.0907668654518,"(40.57525389429081, -74.0907668654518)",10693,30,1,14,76,76
58962078,09/29/2023 07:20:00 PM,09/30/2023 10:35:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11691,25-18 DEERFIELD ROAD,DEERFIELD ROAD,BEACH 25 ST,BEACH 27 ST,,,ADDRESS,FAR ROCKAWAY,,,Closed,,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed, due to either a pump station malfunction, high tides, water main break, or another issue.",09/30/2023 10:35:00 AM,14 QUEENS,4157900019,QUEENS,1050955,157057,PHONE,Unspecified,QUEENS,,,,,,,,40.59751040946026,-73.75980057814957,"(40.59751040946026, -73.75980057814957)",20529,51,3,47,59,59
58959146,09/29/2023 07:20:00 PM,10/01/2023 02:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11208,222 AMBER STREET,AMBER STREET,DUMONT AVE,LINDEN BLVD,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",10/01/2023 02:00:00 PM,05 BROOKLYN,3044730016,BROOKLYN,1023511,183823,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67114136004482,-73.85846829108532,"(40.67114136004482, -73.85846829108532)",17215,45,2,25,47,47
58955939,09/29/2023 07:20:00 PM,09/30/2023 01:20:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10466,3517 EDSON AVENUE,EDSON AVENUE,BOSTON RD,NEEDHAM AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,09/30/2023 01:20:00 PM,12 BRONX,2048930036,BRONX,1028502,260480,ONLINE,Unspecified,BRONX,,,,,,,,40.881520657479875,-73.8399714706342,"(40.881520657479875, -73.8399714706342)",11275,29,5,2,30,30
59438618,09/29/2023 07:19:40 PM,09/30/2023 10:35:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11691,25-18 DEERFIELD ROAD,DEERFIELD ROAD,BEACH   25 STREET,BEACH   27 STREET,BEACH   25 STREET,BEACH   27 STREET,ADDRESS,FAR ROCKAWAY,DEERFIELD ROAD,,Closed,,,09/30/2023 10:35:00 AM,14 QUEENS,4157900019,QUEENS,1050955,157057,PHONE,Unspecified,QUEENS,,,,,,,,40.59751040946026,-73.75980057814957,"(40.59751040946026, -73.75980057814957)",20529,51,3,47,59,59
59459352,09/29/2023 07:19:17 PM,09/29/2023 11:20:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10306,953 OLYMPIA BOULEVARD,OLYMPIA BOULEVARD,GRAHAM BOULEVARD,HUNTER AVENUE,GRAHAM BOULEVARD,HUNTER AVENUE,ADDRESS,STATEN ISLAND,OLYMPIA BOULEVARD,,Closed,,,09/29/2023 11:20:00 PM,02 STATEN ISLAND,5037910056,STATEN ISLAND,959035,148870,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.57525389429081,-74.0907668654518,"(40.57525389429081, -74.0907668654518)",10693,30,1,14,76,76
